tokens_per_second,latency_per_token,tokens_generated,total_time,peak_vram_mb,compression_ratio,cache_size,perplexity,exact_match,f1,sample_id,baseline,model,max_new_tokens,proxy_tokens_ratio,proxy_token_keep_ratio,random_token_keep_ratio,sink_tokens
20.145020893043363,0.049640057724900544,64,3.176963694393635,349.6474609375,1.0844327176781003,822,9.316248893737793,0.0,0.30434782608695654,narrativeqa_0,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.528309362388384,0.03386580612277612,64,2.1674115918576717,349.83642578125,1.0840998685939554,825,8.040900230407715,0.0,0.1276595744680851,narrativeqa_1,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.561442498771843,0.03382784855784848,64,2.164982307702303,350.08837890625,1.0836601307189542,829,13.0947265625,0.0,0.1724137931034483,narrativeqa_2,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.573323009743586,0.03381425887346268,64,2.1641125679016113,349.6474609375,1.0844327176781003,822,8.7730712890625,0.0,0.05714285714285715,narrativeqa_3,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.5966078666312,0.03378765581874177,64,2.162409972399473,350.025390625,1.0837696335078535,828,14.897470474243164,0.0,0.22727272727272727,narrativeqa_4,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.554108461696234,0.0338362431502901,64,2.1655195616185665,349.8994140625,1.083989501312336,826,18.32219696044922,0.0,0.339622641509434,narrativeqa_5,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
26.721434680574646,0.03742314033486225,27,1.0104247890412807,349.8994140625,1.0354330708661417,789,20.500322341918945,0.0,0.6874999999999999,narrativeqa_6,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.58566468639419,0.033800153236370534,64,2.163209807127714,349.58447265625,1.084544253632761,821,13.437973022460938,0.0,0.16666666666666669,narrativeqa_7,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
28.73511336725341,0.03480062831906562,47,1.6356295309960842,349.7734375,1.061842105263158,807,17.108823776245117,0.0,0.2162162162162162,narrativeqa_8,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
23.092010767974557,0.0433050205132791,14,0.6062702871859074,349.83642578125,1.0183968462549278,775,123.08431243896484,0.0,0.15384615384615385,narrativeqa_9,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
26.31376303054234,0.03800292640924454,25,0.9500731602311134,349.8994140625,1.0328083989501313,787,22.581485748291016,0.0,0.4444444444444445,narrativeqa_10,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
25.184017918294877,0.0397077227011323,20,0.794154454022646,350.1513671875,1.0261096605744124,786,27.56299591064453,0.0,0.33333333333333337,narrativeqa_11,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.518358479764235,0.03387722256593406,64,2.16814224421978,349.96240234375,1.0838794233289646,827,12.370240211486816,0.0,0.0,narrativeqa_12,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
29.278333230557692,0.03415494974134332,59,2.015142034739256,349.83642578125,1.0775295663600526,820,9.842521667480469,0.0,0.1111111111111111,narrativeqa_13,nacl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,64,0.01,0.12,0.07,256
