tokens_per_second,latency_per_token,tokens_generated,total_time_seconds,peak_vram_mb,kv_cache_size,kv_cache_method,compression_ratio,perplexity,rouge1,rouge2,rougeL,f1,exact_match,sample_id,baseline,model,dataset,max_new_tokens,topk_k,topk_recent,topk_method
7.8536661470329046,0.12732906916062348,128,16.298120852559805,2274.64697265625,192,topk_k128_recent64_attention,10.0,3.385664224624634,0.0,0.0,0.0,0.0,0.0,govreport_0,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.955695605235908,0.12569611126673408,128,16.089102242141962,2274.64697265625,192,topk_k128_recent64_attention,10.0,152.94923400878906,0.06272617611580218,0.0,0.06272617611580218,0.0,0.0,govreport_1,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.931619103687654,0.12607766294968314,128,16.137940857559443,2274.64697265625,192,topk_k128_recent64_attention,10.0,44.45866775512695,0.0,0.0,0.0,0.0,0.0,govreport_2,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.821111737379439,0.12785906065255404,128,16.365959763526917,2274.64697265625,192,topk_k128_recent64_attention,10.0,3.385664224624634,0.0,0.0,0.0,0.0,0.0,govreport_0,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.951564167476357,0.1257614198839292,128,16.097461745142937,2274.64697265625,192,topk_k128_recent64_attention,10.0,152.94923400878906,0.06272617611580218,0.0,0.06272617611580218,0.0,0.0,govreport_1,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.923967349250552,0.12619940945296548,128,16.153524409979582,2274.64697265625,192,topk_k128_recent64_attention,10.0,44.45866775512695,0.0,0.0,0.0,0.0,0.0,govreport_2,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.908757212530188,0.12644211639417335,128,16.18459089845419,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.4103742837905884,0.0,0.0,0.0,0.0,0.0,govreport_3,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.901265089303812,0.12656201110803522,128,16.19993742182851,2274.64697265625,192,topk_k128_recent64_attention,10.0,152.94923400878906,0.07641633728590248,0.0,0.07641633728590248,0.0,0.0,govreport_4,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.892635757504782,0.12670038637588732,128,16.217649456113577,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.5738718509674072,0.0,0.0,0,0.0,0.0,govreport_5,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.891404506566744,0.1267201547161676,128,16.220179803669453,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.381546139717102,0.002312138728323699,0.0,0.002312138728323699,0.0025094102885821834,0.0,govreport_6,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.888014266788135,0.12677461857674643,128,16.227151177823544,2274.64697265625,192,topk_k128_recent64_attention,10.0,69.58287048339844,0.05448154657293497,0.0,0.052724077328646736,0.003773584905660377,0.0,govreport_7,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.886923347546828,0.12679215404205024,128,16.22939571738243,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.5505820512771606,0.006482982171799027,0.0,0.006482982171799027,0.006956521739130434,0.0,govreport_8,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.885489508393135,0.1268152089905925,128,16.23234675079584,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.5757068395614624,0.018126888217522657,0.0,0.018126888217522657,0.0,0.0,govreport_9,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.894387791057476,0.12667226724443026,128,16.214050207287073,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.6116331815719604,0.0,0.0,0.0,0.0,0.0,govreport_10,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.889507910097623,0.12675061757909134,128,16.22407905012369,2274.64697265625,192,topk_k128_recent64_attention,10.0,25.998289108276367,0.0,0.0,0,0.0,0.0,govreport_11,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.889375631227041,0.12675274276989512,128,16.224351074546576,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.684108018875122,0.0,0.0,0,0.0,0.0,govreport_12,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.889760866546768,0.12674655378214084,128,16.223558884114027,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.684108018875122,0.0,0.0,0,0.0,0.0,govreport_13,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.890100666149715,0.12674109524232335,128,16.22286019101739,2274.64697265625,192,topk_k128_recent64_attention,10.0,44.65861511230469,0.05780346820809249,0.0,0.05491329479768786,0.00916030534351145,0.0,govreport_14,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.8899854016063875,0.12674294679891318,128,16.223097190260887,2274.64697265625,192,topk_k128_recent64_attention,10.0,47.18430709838867,0.0,0.0,0.0,0.0,0.0,govreport_15,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.888334496452546,0.12676947211730294,128,16.226492431014776,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.2018213272094727,0.0,0.0,0.0,0.0,0.0,govreport_16,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.887046645979251,0.12679017189657316,128,16.229142002761364,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.5171592235565186,0.0,0.0,0.0,0.0,0.0,govreport_17,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.887393182540393,0.12678460130700842,128,16.228428967297077,2274.64697265625,192,topk_k128_recent64_attention,10.0,33.77891159057617,0.0,0.0,0.0,0.0,0.0,govreport_18,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.888180694015471,0.12677194384741597,128,16.226808812469244,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.5778990983963013,0.034383954154727794,0.0028735632183908046,0.034383954154727794,0.0076335877862595426,0.0,govreport_19,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.8884876221101266,0.126767011359334,128,16.22617745399475,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.3694459199905396,0.0,0.0,0.0,0.0,0.0,govreport_20,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.886456191426761,0.12679966460564174,128,16.230357069522142,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.688781499862671,0.004860267314702309,0.0,0.004860267314702309,0.005215123859191656,0.0,govreport_21,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.885733112891356,0.12681129144039005,128,16.231845304369926,2274.64697265625,192,topk_k128_recent64_attention,10.0,2.387763738632202,0.0,0.0,0.0,0.0,0.0,govreport_22,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.886235010288197,0.12680322088999674,128,16.230812273919582,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.684108018875122,0.0,0.0,0,0.0,0.0,govreport_23,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.885152514348101,0.12682062879321165,128,16.23304048553109,2274.64697265625,192,topk_k128_recent64_attention,10.0,1.3285046815872192,0.0,0.0,0.0,0.0,0.0,govreport_24,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
7.882682293194794,0.12686037097591907,128,16.23812748491764,2274.64697265625,192,topk_k128_recent64_attention,10.0,4.846017837524414,0.0,0.0,0.0,0.0,0.0,govreport_25,topk_thinning,TinyLlama/TinyLlama-1.1B-Chat-v1.0,govreport,128,128,64,attention
